arch,bin,func,depth
amd64,dir,dbg.areadlink_with_size,0
amd64,dir,dbg.xstrcoll_df_mtime,0
amd64,dir,sym.ximalloc,2
amd64,dir,dbg.hash_clear,7
amd64,dir,dbg.seen_file,2
amd64,dir,sym.quotearg_n_custom,2
amd64,dir,dbg.ambsalign,2
amd64,dir,dbg.strmode,2
amd64,dir,sym.revert_tz.part.0,2
amd64,dir,dbg.canonicalize_filename_mode,0
amd64,dir,dbg.file_has_acl,0
amd64,dir,dbg.strcmp_df_extension,0
amd64,dir,dbg.triple_compare_ino_str,2
amd64,dir,sym.strcmp_size,3
amd64,dir,dbg.get_funky_string,0
amd64,dir,dbg.hash_do_for_each,0
amd64,dir,dbg.xstrcoll_df_btime,0
amd64,dir,sym.xreallocarray,0
amd64,dir,sym.hash_get_first,5
amd64,dir,dbg._obstack_newchunk,0
amd64,dir,sym.quotearg_n_custom_mem,2
amd64,dir,sym.strcmp_ctime,2
amd64,dir,dbg.rev_xstrcoll_mtime,2
amd64,dir,sym.quotearg_char_mem,2
amd64,dir,dbg.hash_table_ok,0
amd64,dir,dbg.dev_ino_compare,2
amd64,dir,dbg.tzalloc,3
amd64,dir,dbg.indent,0
amd64,dir,dbg.do_statx,3
amd64,dir,dbg.rev_xstrcoll_extension,2
amd64,dir,dbg.strcmp_df_size,0
amd64,dir,dbg.strcmp_df_name,0
amd64,dir,dbg.check_tuning,0
amd64,dir,dbg.hash_remove,10
amd64,dir,dbg.close_stream,0
amd64,dir,dbg.rev_xstrcoll_atime,2
amd64,dir,dbg.mfile_name_concat,4
amd64,dir,dbg.xstrcoll_extension,2
amd64,dir,dbg.quote_name,0
amd64,dir,dbg.rev_strcmp_df_width,0
amd64,dir,sym.quotearg_char,2
amd64,dir,dbg.base_len,3
amd64,dir,sym.xmemdup,2
amd64,dir,dbg.quotearg_free,4
amd64,dir,dbg.acl_errno_valid,0
amd64,dir,dbg.xizalloc,2
amd64,dir,sym.hash_get_max_bucket_length,7
amd64,dir,dbg.set_program_name,5
amd64,dir,sym.quotearg_style,2
amd64,dir,dbg.process_signals,5
amd64,dir,sym.set_custom_quoting,1
amd64,dir,dbg.xnmalloc,2
amd64,dir,dbg.getuser,3
amd64,dir,dbg.rev_xstrcoll_df_mtime,0
amd64,dir,sym._obstack_free,0
amd64,dir,sym.quotearg_style_mem,2
amd64,dir,sym.quotearg_n_style,2
amd64,touch,sym.tzfree,6
amd64,dir,sym.quotearg_buffer_restyled,0
amd64,cksum,sym.sha224_read_ctx,2
amd64,dir,dbg.extract_dirs_from_files,0
amd64,touch,dbg.close_stream,0
amd64,cksum,entry.init0,2
amd64,dir,dbg.hash_initialize,3
amd64,cksum,sym.xreallocarray,0
amd64,dir,dbg.xpalloc,0
amd64,touch,entry.init0,2
amd64,touch,sym.xmalloc,2
amd64,touch,sym.xmemdup,2
amd64,cksum,dbg.sha384_buffer,2
amd64,touch,sym.argmatch_exact,4
amd64,dir,sym.hash_get_next,4
amd64,cksum,dbg.md5_finish_ctx,4
amd64,touch,dbg.mktime_ok,2
amd64,paste,dbg.close_stream,0
amd64,touch,dbg.xnmalloc,2
amd64,touch,dbg.quotearg_alloc_mem,2
amd64,dir,dbg.rev_xstrcoll_df_ctime,0
amd64,cksum,dbg.sm3_stream,6
amd64,cksum,dbg.sha1_stream,0
amd64,paste,dbg.version_etc_ar,4
amd64,touch,sym.quotearg_custom_mem,2
amd64,cksum,dbg.quotearg_free,4
amd64,touch,sym.gettext_quote.part.0,0
amd64,cksum,dbg.bsd_sum_stream,0
amd64,touch,sym.quotearg_char,2
amd64,cksum,sym.set_custom_quoting,1
amd64,dir,dbg.quotearg_colon,2
amd64,cksum,dbg.ximemdup,2
amd64,touch,dbg.close_stdout,0
amd64,dir,sym.rev_strcmp_size,3
amd64,touch,sym.debug_strfdatetime.constprop.0,2
amd64,paste,dbg.main,0
amd64,cksum,sym.xmalloc,2
amd64,touch,dbg.rpl_fseeko,4
amd64,dir,sym.xcalloc,2
amd64,paste,dbg.xcharalloc,2
amd64,touch,dbg.parse_datetime,2
amd64,touch,sym.quotearg_n_style_mem,2
amd64,paste,sym.xmemdup,2
amd64,cksum,sym.digest_file.constprop.0,0
amd64,touch,sym.quotearg_n_options,4
amd64,cksum,dbg.xnmalloc,2
amd64,paste,dbg.set_program_name,5
amd64,touch,sym.version_etc_va,0
amd64,dir,dbg.filenvercmp,0
amd64,paste,dbg.usage,0
amd64,touch,sym.quotearg_n_style_colon,2
amd64,dir,dbg.xnrealloc,0
amd64,paste,sym._init,2
amd64,cksum,dbg.setlocale_null_r,0
amd64,touch,sym.xicalloc,2
amd64,dir,dbg.imaxtostr,4
amd64,paste,dbg.fadvise,2
amd64,touch,sym.xireallocarray,2
amd64,paste,dbg.x2realloc,0
amd64,cksum,dbg.usage,0
amd64,dir,sym.xstrtol_fatal,0
amd64,paste,sym.xmalloc,2
amd64,cksum,dbg.sha1_buffer,2
amd64,dir,dbg.xstrcoll_df_extension,0
amd64,paste,sym.xcalloc,2
amd64,dir,entry.init0,2
amd64,dir,dbg.clear_files,4
amd64,paste,sym.xrealloc,0
amd64,cksum,sym.print_filename,0
amd64,cksum,dbg.xinmalloc,2
amd64,paste,dbg.rpl_fflush,2
amd64,cksum,sym.quotearg_char_mem,2
amd64,dir,dbg.print_current_files,8
amd64,paste,dbg.xnmalloc,2
amd64,cksum,dbg.xpalloc,0
amd64,dir,dbg.hash_string,4
amd64,paste,sym.quotearg_n_custom,2
amd64,paste,dbg.close_stdout,0
amd64,dir,dbg.close_stdout,0
amd64,dir,dbg.mpsort,3
amd64,paste,sym.quotearg_custom,2
amd64,dir,dbg.rev_strcmp_df_atime,0
amd64,paste,dbg.quotearg_colon_mem,2
amd64,dir,dbg.xstrcoll_btime,2
amd64,cksum,dbg.md5_process_bytes,0
amd64,cksum,dbg.rpl_fseeko,4
amd64,dir,dbg.file_name_concat,2
amd64,paste,dbg.rpl_fseeko,4
amd64,cksum,dbg.locale_charset,2
amd64,paste,sym.ximalloc,2
amd64,dir,dbg.version_etc_arn,0
amd64,paste,dbg.setlocale_null_r,0
amd64,dir,sym.version_etc_va,0
amd64,paste,sym.quotearg_char,2
amd64,paste,sym.xicalloc,2
amd64,dir,dbg.rev_strcmp_df_extension,0
amd64,cksum,dbg.output_bsd,2
amd64,paste,dbg.xstrdup,2
amd64,dir,sym.hash_lookup,4
amd64,paste,sym.quotearg_n_style_mem,2
amd64,cksum,sym.argmatch_exact,4
amd64,cksum,dbg.fadvise,2
amd64,cksum,dbg.sha1_finish_ctx,4
amd64,paste,sym.xireallocarray,2
amd64,paste,sym.quotearg_style_mem,2
amd64,cksum,dbg.human_options,0
amd64,dir,dbg.mbsalign,0
amd64,paste,entry.fini0,4
amd64,paste,dbg.xirealloc,2
amd64,paste,dbg.xinmalloc,2
amd64,dir,dbg.is_colored,0
amd64,cksum,dbg.sha256_process_block,6
amd64,paste,dbg.version_etc,0
amd64,dir,dbg.mdir_name,4
amd64,paste,dbg.xnrealloc,0
amd64,cksum,dbg.sha512_process_block,6
amd64,paste,dbg.xzalloc,2
amd64,cksum,dbg.blake2b_init_key,2
amd64,cksum,dbg.__xargmatch_internal,0
amd64,cksum,dbg.xnrealloc,0
amd64,paste,dbg.quotearg_alloc_mem,2
amd64,cksum,dbg.sha256_process_bytes,0
amd64,paste,dbg.paste_serial,0
amd64,cksum,dbg.blake2b_final,4
amd64,cksum,sym.sha512_read_ctx,2
amd64,paste,sym.gettext_quote.part.0,0
amd64,cksum,dbg.sm3_conclude_ctx,2
amd64,paste,dbg.xizalloc,2
amd64,paste,sym.xreallocarray,0
amd64,cksum,sym.version_etc_va,0
amd64,cksum,sym.quotearg_n_style_colon,2
amd64,cksum,dbg.rpl_fclose,0
amd64,cksum,dbg.version_etc_arn,0
amd64,touch,sym.vasnprintf,0
amd64,touch,dbg.argmatch_to_argument,4
amd64,touch,dbg.fd_reopen,2
amd64,cksum,fcn.00003890,2
amd64,touch,dbg.year,0
amd64,touch,sym.str_days.constprop.0,0
amd64,touch,dbg.quotearg_colon_mem,2
amd64,touch,sym.quotearg_style,2
amd64,cksum,dbg.blake2b_init_param,2
amd64,touch,dbg.__xargmatch_internal,0
amd64,cksum,sym.xrealloc,0
amd64,touch,dbg.version_etc_ar,4
amd64,cksum,dbg.argmatch,8
amd64,touch,dbg.quotearg_free,4
amd64,cksum,dbg.xstrdup,2
amd64,touch,dbg.current_timespec,2
amd64,cksum,sym.quotearg_n_custom,2
amd64,touch,dbg.xirealloc,2
amd64,touch,dbg.x2realloc,0
amd64,cksum,dbg.cksum_pclmul,0
amd64,cksum,sym.xicalloc,2
amd64,touch,dbg.mktime_z,0
amd64,cksum,sym.gettext_quote.part.0,0
amd64,touch,dbg.rpl_fflush,2
amd64,cksum,sym.shaxxx_stream.constprop.0_1,0
amd64,touch,dbg.xnrealloc,0
amd64,cksum,dbg.md5_process_block,4
amd64,cksum,dbg.hard_locale,3
amd64,touch,dbg.fdutimensat,0
amd64,touch,sym.xcalloc,2
amd64,cksum,sym.sha224_finish_ctx,2
amd64,touch,sym.time_zone_hhmm.isra.0,0
amd64,cksum,dbg.sha512_conclude_ctx,2
amd64,cksum,dbg.close_stream,0
amd64,touch,sym.quotearg_custom,2
amd64,cksum,dbg.set_program_name,5
amd64,touch,dbg.rpl_mbrtowc,2
amd64,paste,sym.quotearg_buffer_restyled,0
amd64,paste,dbg.ximemdup0,2
amd64,rmdir,dbg.xinmalloc,2
amd64,paste,sym.quotearg_n_options,4
amd64,rmdir,sym.ximalloc,2
amd64,paste,dbg.rpl_mbrtowc,2
amd64,rmdir,dbg.xzalloc,2
amd64,paste,entry.init0,2
amd64,rmdir,dbg.xnmalloc,2
amd64,rmdir,dbg.version_etc_arn,0
amd64,paste,sym.quotearg_custom_mem,2
amd64,paste,dbg.quotearg_free,4
amd64,rmdir,sym.quotearg_n_custom_mem,2
amd64,rmdir,sym.quotearg_n_style,2
amd64,paste,sym.set_custom_quoting,1
amd64,rmdir,dbg.rpl_fflush,2
amd64,rmdir,sym.quotearg_style,2
amd64,paste,dbg.rpl_fclose,0
amd64,rmdir,sym._init,2
amd64,rmdir,sym.quotearg_char_mem,2
amd64,rmdir,sym.xmalloc,2
amd64,paste,dbg.version_etc_arn,0
amd64,cksum,sym.quotearg_buffer_restyled,0
amd64,paste,sym.quotearg_n_custom_mem,2
amd64,paste,sym.quotearg_n_style,2
amd64,rmdir,dbg.quotearg_colon,2
amd64,rmdir,dbg.ximemdup0,2
amd64,paste,sym.quotearg_style,2
amd64,touch,sym.quotearg_buffer_restyled,0
amd64,paste,fcn.000026d0,2
amd64,rmdir,sym.quotearg_n_style_colon,2
amd64,paste,sym.x2nrealloc,0
amd64,cksum,dbg.xstrtoumax,0
amd64,paste,sym.quotearg_char_mem,2
amd64,touch,dbg.usage,0
amd64,rmdir,dbg.prog_fprintf,2
amd64,cksum,dbg.sha1_process_bytes,0
amd64,paste,dbg.hard_locale,3
amd64,cksum,sym.shaxxx_stream.constprop.0,0
amd64,rmdir,sym.version_etc_va,0
amd64,touch,dbg.localtime_rz,0
amd64,paste,dbg.ximemdup,2
amd64,touch,dbg.xizalloc,2
amd64,rmdir,dbg.quotearg_colon_mem,2
amd64,touch,sym.xreallocarray,0
amd64,paste,dbg.quotearg_colon,2
amd64,rmdir,sym.x2nrealloc,0
amd64,touch,dbg.digits_to_date_time,0
amd64,paste,dbg.locale_charset,2
amd64,cksum,sym.quotearg_n_custom_mem,2
amd64,rmdir,sym.xireallocarray,2
amd64,paste,sym.quotearg_n_style_colon,2
amd64,rmdir,sym.quotearg_n_style_mem,2
amd64,touch,dbg.xstrdup,2
amd64,paste,dbg.xpalloc,0
amd64,touch,sym.quotearg_style_mem,2
amd64,rmdir,dbg.rpl_mbrtowc,2
amd64,touch,sym._init,2
amd64,cksum,dbg.rpl_fcntl,0
amd64,paste,dbg.paste_parallel,0
amd64,cksum,dbg.ximemdup0,2
amd64,rmdir,sym.quotearg_style_mem,2
amd64,paste,sym.version_etc_va,0
amd64,cksum,dbg.argmatch_valid,4
amd64,rmdir,dbg.version_etc_ar,4
amd64,touch,dbg.printf_fetchargs,8
amd64,rmdir,dbg.xnrealloc,0
amd64,touch,sym.quotearg_char_mem,2
amd64,rmdir,dbg.base_len,3
amd64,rmdir,sym.set_custom_quoting,1
amd64,touch,dbg.xinmalloc,2
amd64,rmdir,sym.quotearg_n_options,4
amd64,rmdir,dbg.ximemdup,2
amd64,touch,dbg.hard_locale,3
amd64,touch,dbg.xzalloc,2
amd64,touch,sym.quotearg_n_custom_mem,2
amd64,rmdir,dbg.main,0
amd64,rmdir,dbg.rpl_fclose,0
amd64,rmdir,dbg.quotearg_alloc_mem,2
amd64,rmdir,entry.fini0,4
amd64,cksum,dbg.human_readable,0
amd64,cksum,sym.sm3_finish_ctx,2
amd64,cksum,dbg.crc_sum_stream,0
amd64,cksum,sym.sha256_finish_ctx,2
amd64,cksum,dbg.sysv_sum_stream,0
amd64,touch,dbg.yyparse,0
amd64,cksum,dbg.x2realloc,0
amd64,runcon,sym.ximalloc,2
amd64,cksum,sym.quotearg_n_style_mem,2
amd64,cksum,sym.quotearg_n_options,4
amd64,runcon,dbg.ximemdup0,2
amd64,cksum,dbg.rpl_fflush,2
amd64,runcon,dbg.xnmalloc,2
amd64,runcon,sym.set_custom_quoting,1
amd64,runcon,dbg.rpl_fclose,0
amd64,cksum,sym.xcalloc,2
amd64,cksum,dbg.blake2b,0
amd64,runcon,dbg.version_etc_arn,0
amd64,runcon,sym.version_etc_va,0
amd64,cksum,sym.quotearg_style,2
amd64,runcon,dbg.locale_charset,2
amd64,cksum,dbg.sm3_buffer,2
amd64,runcon,sym.quotearg_custom,2
amd64,cksum,dbg.umaxtostr,2
amd64,runcon,sym.quotearg_char,2
amd64,cksum,sym.sha256_read_ctx,2
amd64,runcon,sym.xmalloc,2
amd64,runcon,sym._init,2
amd64,cksum,sym._init,2
amd64,runcon,entry.fini0,4
amd64,cksum,dbg.xirealloc,2
amd64,cksum,sym.sha512_finish_ctx,2
amd64,cksum,dbg.sm3_process_bytes,0
amd64,runcon,sym.quotearg_n_custom,2
amd64,cksum,dbg.version_etc,0
amd64,runcon,dbg.version_etc_ar,4
amd64,cksum,dbg.argmatch_to_argument,4
amd64,cksum,sym.quotearg_style_mem,2
amd64,runcon,sym.x2nrealloc,0
amd64,cksum,sym.quotearg_n_style,2
amd64,runcon,dbg.xnrealloc,0
amd64,cksum,dbg.blake2b_stream,6
amd64,cksum,sym.cksum_slice8,2
amd64,runcon,sym.gettext_quote.part.0,0
amd64,cksum,dbg.output_sysv,2
amd64,cksum,sym.ximalloc,2
amd64,cksum,dbg.close_stdout,0
amd64,touch,dbg.printf_parse,0
amd64,cksum,dbg.sm3_process_block,6
amd64,touch,sym.lookup_zone,3
amd64,cksum,dbg.xzalloc,2
amd64,cksum,dbg.sha224_buffer,2
amd64,cksum,sym.quotearg_custom_mem,2
amd64,touch,dbg.set_tz,0
amd64,touch,dbg.version_etc_arn,0
amd64,rmdir,sym.vasnprintf,0
amd64,rmdir,dbg.last_component,6
amd64,rmdir,sym.xmemdup,2
amd64,touch,dbg.argmatch,8
amd64,rmdir,sym.xreallocarray,0
amd64,touch,dbg.ranged_convert,7
amd64,rmdir,dbg.setlocale_null_r,0
amd64,touch,dbg.locale_charset,2
amd64,rmdir,dbg.locale_charset,2
amd64,rmdir,sym.quotearg_n_custom,2
amd64,touch,dbg.save_abbr,0
amd64,rmdir,dbg.close_stream,0
amd64,touch,entry.fini0,4
amd64,touch,dbg.version_etc,0
amd64,rmdir,dbg.version_etc,0
amd64,touch,dbg.set_program_name,5
amd64,rmdir,sym.quotearg_custom,2
amd64,touch,dbg.posixtime,0
amd64,rmdir,dbg.close_stdout,0
amd64,touch,sym.debug_print_current_time.part.0,0
amd64,rmdir,dbg.quotearg_free,4
amd64,touch,dbg.argmatch_invalid,2
amd64,cksum,dbg.main,0
amd64,rmdir,sym.quotearg_char,2
amd64,cksum,dbg.quotearg_colon,2
amd64,rmdir,sym.xicalloc,2
amd64,touch,dbg.ximemdup0,2
amd64,cksum,sym.sha384_read_ctx,2
amd64,cksum,dbg.version_etc_ar,4
amd64,rmdir,dbg.set_program_name,5
amd64,touch,sym.debug_print_relative_time.part.0,0
amd64,rmdir,dbg.xirealloc,2
amd64,cksum,dbg.quotearg_colon_mem,2
amd64,touch,sym.get_reldate,2
amd64,cksum,dbg.quotearg_alloc_mem,2
amd64,touch,dbg.posix2_version,3
amd64,rmdir,dbg.x2realloc,0
amd64,touch,dbg.setlocale_null_r,0
amd64,cksum,dbg.output_file,0
amd64,rmdir,entry.init0,2
amd64,cksum,sym.sm3_read_ctx,2
amd64,touch,dbg.dbg_printf,2
amd64,rmdir,sym.gettext_quote.part.0,0
amd64,touch,dbg.xpalloc,0
amd64,cksum,dbg.filename_unescape,0
amd64,cksum,sym.sha384_finish_ctx,2
amd64,cksum,sym.blake2b_update,2
amd64,runcon,sym.quotearg_buffer_restyled,0
amd64,touch,sym.x2nrealloc,0
amd64,runcon,dbg.hard_locale,3
amd64,cksum,dbg.md5_stream,0
amd64,runcon,dbg.ximemdup,2
amd64,touch,sym.set_custom_quoting,1
amd64,cksum,dbg.xcharalloc,2
amd64,runcon,sym.xireallocarray,2
amd64,cksum,sym.x2nrealloc,0
amd64,touch,dbg.rpl_fclose,0
amd64,cksum,dbg.rpl_mbrtowc,2
amd64,cksum,dbg.sha256_conclude_ctx,2
amd64,cksum,sym.blake2b_update.part.0,5
amd64,runcon,dbg.rpl_fseeko,4
amd64,touch,sym.xrealloc,0
amd64,cksum,sym.quotearg_char,2
amd64,touch,sym.quotearg_n_style,2
amd64,runcon,sym.xreallocarray,0
amd64,touch,dbg.time_zone_str,4
amd64,runcon,entry.init0,2
amd64,touch,fcn.00003e60,2
amd64,runcon,dbg.set_program_name,5
amd64,touch,dbg.tzalloc,3
amd64,runcon,dbg.close_stream,0
amd64,cksum,sym.quotearg_custom,2
amd64,cksum,dbg.sha512_process_bytes,0
amd64,runcon,dbg.usage,0
amd64,cksum,dbg.md5_buffer,2
amd64,cksum,entry.fini0,4
amd64,cksum,sym.cksum_slice8.part.0,6
amd64,runcon,sym.xmemdup,2
amd64,runcon,sym.quotearg_n_style_mem,2
amd64,cksum,sym.xireallocarray,2
amd64,runcon,sym.quotearg_style_mem,2
amd64,runcon,sym.quotearg_n_custom_mem,2
amd64,cksum,sym.xmemdup,2
amd64,runcon,sym.quotearg_n_style,2
amd64,cksum,dbg.output_crc,2
amd64,runcon,dbg.xirealloc,2
amd64,runcon,fcn.00002690,2
amd64,runcon,dbg.x2realloc,0
amd64,runcon,dbg.version_etc,0
amd64,cksum,dbg.sha1_process_block,6
amd64,cksum,dbg.argmatch_invalid,2
amd64,runcon,sym.quotearg_custom_mem,2
amd64,runcon,dbg.quotearg_colon_mem,2
amd64,runcon,dbg.quotearg_colon,2
amd64,cksum,dbg.sha512_buffer,2
amd64,runcon,sym.xicalloc,2
amd64,cksum,dbg.sha256_buffer,2
amd64,runcon,sym.quotearg_n_style_colon,2
amd64,cksum,dbg.xizalloc,2
amd64,runcon,dbg.xpalloc,0
amd64,cksum,dbg.fopen_safer,0
amd64,runcon,dbg.rpl_fflush,2
amd64,cksum,dbg.blake2b_init,2
amd64,runcon,dbg.main,0
amd64,runcon,dbg.quotearg_alloc_mem,2
amd64,cksum,dbg.blake2b_compress,2
amd64,runcon,dbg.close_stdout,0
amd64,runcon,sym.quotearg_style,2
amd64,cksum,dbg.xnumtoumax,0
amd64,runcon,dbg.xizalloc,2
amd64,rmdir,sym.quotearg_buffer_restyled,0
amd64,rmdir,sym.xcalloc,2
amd64,runcon,sym.xrealloc,0
amd64,runcon,sym.quotearg_char_mem,2
amd64,runcon,sym.xcalloc,2
amd64,runcon,sym.quotearg_n_options,4
amd64,rmdir,dbg.printf_fetchargs,8
amd64,runcon,dbg.rpl_mbrtowc,2
amd64,runcon,dbg.xinmalloc,2
amd64,runcon,dbg.quotearg_free,4
amd64,runcon,dbg.xzalloc,2
amd64,runcon,dbg.xcharalloc,2
amd64,touch,dbg.parse_datetime_body,0
amd64,runcon,dbg.setlocale_null_r,0
amd64,runcon,dbg.xstrdup,2
amd64,touch,dbg.main,0
amd64,touch,dbg.quotearg_colon,2
amd64,touch,dbg.argmatch_valid,4
amd64,touch,dbg.mktime_internal,0
amd64,touch,sym.ximalloc,2
amd64,touch,sym.revert_tz.part.0,2
amd64,touch,sym.quotearg_n_custom,2
amd64,touch,dbg.xcharalloc,2
amd64,touch,dbg.ximemdup,2
amd64,rmdir,dbg.printf_parse,0
amd64,rmdir,dbg.ignorable_failure,10
amd64,rmdir,dbg.xpalloc,0
amd64,rmdir,dbg.xcharalloc,2
amd64,rmdir,dbg.hard_locale,3
amd64,rmdir,dbg.xizalloc,2
amd64,rmdir,sym.xrealloc,0
amd64,rmdir,dbg.xstrdup,2
amd64,rmdir,dbg.rpl_fseeko,4
amd64,rmdir,fcn.000028a0,2
amd64,rmdir,dbg.rpl_vfprintf,0
amd64,rmdir,dbg.usage,0
amd64,rmdir,sym.quotearg_custom_mem,2
amd64,touch,sym.__strftime_internal.isra.0,0
amd64,touch,dbg.rpl_vfprintf,0
amd64,yes,sym.quotearg_buffer_restyled,0
amd64,yes,dbg.xizalloc,2
amd64,yes,sym.xrealloc,0
amd64,yes,sym.xcalloc,2
amd64,yes,dbg.close_stdout,0
amd64,yes,dbg.rpl_mbrtowc,2
amd64,yes,dbg.quotearg_colon_mem,2
amd64,yes,dbg.xinmalloc,2
amd64,yes,sym.quotearg_custom_mem,2
amd64,yes,sym._init,2
amd64,yes,sym.gettext_quote.part.0,0
amd64,yes,dbg.xzalloc,2
amd64,yes,dbg.xcharalloc,2
amd64,yes,sym.quotearg_n_style_mem,2
amd64,yes,entry.init0,2
amd64,yes,dbg.xstrdup,2
amd64,yes,sym.quotearg_style_mem,2
amd64,yes,sym.quotearg_n_custom_mem,2
amd64,yes,sym.quotearg_n_style,2
amd64,yes,sym.quotearg_style,2
amd64,yes,dbg.usage,0
amd64,yes,sym.quotearg_char_mem,2
amd64,yes,sym.ximalloc,2
amd64,yes,dbg.quotearg_colon,2
amd64,yes,dbg.xnmalloc,2
amd64,yes,dbg.ximemdup0,2
amd64,yes,dbg.set_program_name,5
amd64,yes,sym.quotearg_n_style_colon,2
amd64,yes,dbg.rpl_fclose,0
amd64,yes,dbg.version_etc_arn,0
amd64,yes,sym.version_etc_va,0
amd64,yes,dbg.locale_charset,2
amd64,yes,fcn.00002580,2
amd64,yes,dbg.quotearg_alloc_mem,2
amd64,yes,dbg.parse_long_options,0
amd64,yes,sym.xmalloc,2
amd64,yes,sym.quotearg_n_options,4
amd64,yes,dbg.version_etc_ar,4
amd64,yes,sym.x2nrealloc,0
amd64,yes,dbg.xnrealloc,0
amd64,yes,dbg.quotearg_free,4
amd64,yes,sym.set_custom_quoting,1
amd64,yes,dbg.hard_locale,3
amd64,yes,dbg.ximemdup,2
amd64,yes,sym.xireallocarray,2
amd64,yes,dbg.safe_write,4
amd64,yes,dbg.rpl_fseeko,4
amd64,yes,sym.xreallocarray,0
amd64,yes,sym.quotearg_n_custom,2
amd64,yes,dbg.close_stream,0
amd64,yes,sym.quotearg_custom,2
amd64,yes,dbg.main,0
amd64,yes,sym.quotearg_char,2
amd64,yes,entry.fini0,4
amd64,yes,sym.xmemdup,2
amd64,yes,dbg.setlocale_null_r,0
amd64,yes,dbg.xirealloc,2
amd64,yes,dbg.x2realloc,0
amd64,yes,dbg.version_etc,0
amd64,yes,dbg.full_write,5
amd64,yes,sym.xicalloc,2
amd64,yes,dbg.parse_gnu_standard_options_only,0
amd64,yes,dbg.xpalloc,0
amd64,yes,dbg.rpl_fflush,2
amd64,mkfifo,sym.quotearg_n_style,2
amd64,mkfifo,sym.quotearg_style,2
amd64,mkfifo,sym.xmalloc,2
amd64,mkfifo,sym.ximalloc,2
amd64,mkfifo,dbg.hard_locale,3
amd64,mkfifo,dbg.quotearg_colon,2
amd64,mkfifo,dbg.xnmalloc,2
amd64,mkfifo,dbg.set_program_name,5
amd64,mkfifo,sym.quotearg_n_style_colon,2
amd64,mkfifo,sym.version_etc_va,0
amd64,mkfifo,sym._init,2
amd64,mkfifo,entry.fini0,4
amd64,mkfifo,sym.quotearg_char_mem,2
amd64,mkfifo,sym.xireallocarray,2
amd64,mkfifo,dbg.rpl_fseeko,4
amd64,mkfifo,dbg.xstrdup,2
amd64,mkfifo,sym.quotearg_n_style_mem,2
amd64,mkfifo,sym.quotearg_style_mem,2
amd64,mkfifo,dbg.mode_adjust,0
amd64,mkfifo,dbg.version_etc_ar,4
amd64,mkfifo,sym.x2nrealloc,0
amd64,mkfifo,dbg.xnrealloc,0
amd64,mkfifo,sym.gettext_quote.part.0,0
amd64,mkfifo,sym.quotearg_buffer_restyled,0
amd64,mkfifo,dbg.rpl_fflush,2
amd64,mkfifo,dbg.quotearg_alloc_mem,2
amd64,mkfifo,entry.init0,2
amd64,mkfifo,sym.xreallocarray,0
amd64,mkfifo,dbg.ximemdup0,2
amd64,mkfifo,sym.set_custom_quoting,1
amd64,mkfifo,sym.quotearg_n_options,4
amd64,mkfifo,dbg.usage,0
amd64,mkfifo,dbg.rpl_mbrtowc,2
amd64,mkfifo,sym.quotearg_custom,2
amd64,mkfifo,dbg.quotearg_colon_mem,2
amd64,mkfifo,dbg.mode_compile,0
amd64,mkfifo,dbg.quotearg_free,4
amd64,mkfifo,sym.quotearg_char,2
amd64,mkfifo,sym.xicalloc,2
amd64,mkfifo,fcn.00002690,2
amd64,mkfifo,dbg.locale_charset,2
amd64,mkfifo,sym.quotearg_n_custom,2
amd64,mkfifo,dbg.xirealloc,2
amd64,mkfifo,dbg.x2realloc,0
amd64,mkfifo,dbg.version_etc,0
amd64,mkfifo,sym.xcalloc,2
amd64,mkfifo,dbg.ximemdup,2
amd64,mkfifo,dbg.setlocale_null_r,0
amd64,mkfifo,dbg.rpl_fclose,0
amd64,mkfifo,dbg.xpalloc,0
amd64,mkfifo,dbg.mode_create_from_ref,2
amd64,mkfifo,dbg.xizalloc,2
amd64,mkfifo,sym.xrealloc,0
amd64,mkfifo,dbg.close_stream,0
amd64,mkfifo,dbg.close_stdout,0
amd64,mkfifo,sym.quotearg_custom_mem,2
amd64,mkfifo,dbg.xinmalloc,2
amd64,mkfifo,dbg.xzalloc,2
amd64,mkfifo,dbg.xcharalloc,2
amd64,mkfifo,dbg.main,0
amd64,mkfifo,sym.xmemdup,2
amd64,mkfifo,dbg.version_etc_arn,0
amd64,mkfifo,sym.quotearg_n_custom_mem,2
amd64,od,dbg.quotearg_colon,2
amd64,od,sym.xicalloc,2
amd64,od,dbg.print_long_long,7
amd64,od,dbg.xnmalloc,2
amd64,od,dbg.ximemdup0,2
amd64,od,dbg.xstrtoumax,0
amd64,od,sym.quotearg_n_custom,2
amd64,od,dbg.xprintf,2
amd64,od,sym.quotearg_n_custom_mem,2
amd64,readlink,sym.xicalloc,2
amd64,od,entry.init0,2
amd64,od,sym.x2nrealloc,0
amd64,readlink,dbg.setlocale_null_r,0
amd64,readlink,dbg.close_stream,0
amd64,readlink,dbg.hash_clear,7
amd64,od,dbg.printf_fetchargs,8
amd64,od,dbg.locale_charset,2
amd64,readlink,dbg.rpl_fflush,2
amd64,df,dbg.umaxtostr,2
amd64,od,sym.xstrtol_fatal,0
amd64,od,dbg.print_char,4
amd64,readlink,dbg.areadlink_with_size,0
amd64,od,dbg.print_long,7
amd64,df,dbg.get_fs_usage,0
amd64,readlink,sym.quotearg_style_mem,2
amd64,readlink,sym.set_custom_quoting,1
amd64,od,dbg.argmatch,8
