icon,similarity,confidence,primary_address,primary_name,primary_type,secondary_address,secondary_name,secondary_type,bb-,bbs,bb+,jmp-,jmps,jmp+
javax.swing.ImageIcon@4644f12b,1.0,0.9890130573694068,0010FEC0,quotearg_mem,Normal,00112140,quotearg_mem,Normal,0,1,0,0,1,0
javax.swing.ImageIcon@4644f12b,1.0,0.9890130573694068,001106B0,quote_mem,Normal,00112930,quote_mem,Normal,0,1,0,0,1,0
javax.swing.ImageIcon@4644f12b,1.0,0.9890130573694068,001106F0,quote,Normal,00112970,quote,Normal,0,1,0,0,1,0
javax.swing.ImageIcon@4644f12b,1.0,0.9890130573694068,00111360,emit_bug_reporting_address,Normal,00114620,emit_bug_reporting_address,Normal,0,1,0,0,1,0
javax.swing.ImageIcon@4644f12b,1.0,0.9890130573694068,00111970,xalloc_die,Normal,00114C90,xalloc_die,Normal,0,1,0,0,1,0
javax.swing.ImageIcon@4644f12b,1.0,0.9890130573694068,00113340,dup_safer,Normal,00115F40,dup_safer,Normal,0,1,0,0,1,0
javax.swing.ImageIcon@4644f12b,1.0,0.9910994973918399,0010E530,quotearg_buffer_restyled,Normal,001107B0,quotearg_buffer_restyled,Normal,0,361,0,0,592,0
javax.swing.ImageIcon@4644f12b,1.0,0.991422514586288,0010FC20,set_custom_quoting,Normal,00111EA0,set_custom_quoting,Normal,0,3,0,0,4,0
javax.swing.ImageIcon@4644f12b,1.0,0.9918374288468401,00104C60,sub_00104C60,Normal,00103F40,sub_00103F40,Normal,0,4,0,0,4,0
javax.swing.ImageIcon@4644f12b,1.0,0.9920257337634841,00108CB0,fts_sort,Normal,0010CD30,fts_sort,Normal,0,16,0,0,21,0
javax.swing.ImageIcon@4644f12b,1.0,0.9923368262272705,0010BB40,hash_free,Normal,0010FC40,hash_free,Normal,0,21,0,0,34,0
javax.swing.ImageIcon@4644f12b,1.0,0.9927297418703065,0010E3A0,set_program_name,Normal,00110530,set_program_name,Normal,0,11,0,0,17,0
javax.swing.ImageIcon@4644f12b,1.0,0.9927758614367032,00112E50,cycle_check,Normal,00115A10,cycle_check,Normal,0,12,0,0,14,0
javax.swing.ImageIcon@4644f12b,1.0,0.9931388812295173,0010A6D0,rpl_fts_read,Normal,0010E750,rpl_fts_read,Normal,0,119,0,0,190,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00103000,_init,Normal,00103000,_init,Normal,0,3,0,0,3,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00104C30,sub_00104C30,Normal,00103F10,sub_00103F10,Normal,0,4,0,0,4,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00104CA0,_FINI_0,Normal,00103F80,_FINI_0,Normal,0,5,0,0,6,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001053C0,argmatch,Normal,00115550,argmatch,Normal,0,14,0,0,19,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001054D0,argmatch_exact,Normal,00115660,argmatch_exact,Normal,0,6,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00105530,argmatch_invalid,Normal,001156C0,argmatch_invalid,Normal,0,4,0,0,5,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001056F0,__xargmatch_internal,Normal,00115880,__xargmatch_internal,Normal,0,10,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,001057C0,argmatch_to_argument,Normal,00115950,argmatch_to_argument,Normal,0,5,0,0,7,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00105970,close_stdout,Normal,0010C230,close_stdout,Normal,0,9,0,0,14,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00106AE0,rpl_fclose,Normal,00115B40,rpl_fclose,Normal,0,9,0,0,13,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00106B60,rpl_fflush,Normal,0010C590,rpl_fflush,Normal,0,6,0,0,8,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108A20,rpl_fseeko,Normal,0010CAA0,rpl_fseeko,Normal,0,9,0,0,11,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108A90,AD_compare,Normal,0010CB10,AD_compare,Normal,0,3,0,0,2,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108AB0,AD_hash,Normal,0010CB30,AD_hash,Normal,0,1,0,0,0,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108AC0,dev_type_hash,Normal,0010CB40,dev_type_hash,Normal,0,1,0,0,0,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108AD0,dev_type_compare,Normal,0010CB50,dev_type_compare,Normal,0,1,0,0,0,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108AE0,fts_compare_ino,Normal,0010CB60,fts_compare_ino,Normal,0,1,0,0,0,0
javax.swing.ImageIcon@4644f12b,1.0,0.9933071490757153,00108B00,fts_stat,Normal,0010CB80,fts_stat,Normal,0,22,0,0,32,0
